Date,Open,High,Low,Close,Volume,Day of the week,Change,NASDAQ
21-07-2014,29.506491,29.638626,29.181532,29.392801,41242922,2,0.26278,3934.139893
22-07-2014,29.455132,29.900408,29.449146,29.655581,33983045,3,0.06183,3961.620117
23-07-2014,29.580288,29.810656,29.543886,29.717411,24663528,4,-0.13114,3986.189941
24-07-2014,29.740847,29.892929,29.507486,29.586271,20702684,5,-0.215908,3983.189941
25-07-2014,29.439175,29.511974,29.271135,29.370363,18649061,6,0.078783,3965.169922
28-07-2014,29.322994,29.543886,29.157598,29.449146,19736037,2,-0.248815,3967.23999
29-07-2014,29.356901,29.40427,29.095867,29.200331,26997920,3,0.090252,3959.030029
30-07-2014,29.247202,29.394299,29.12005,29.290583,20329662,4,-0.788836,3976.070068
31-07-2014,28.950516,29.102598,28.421967,28.501747,42055146,5,-0.275741,3892.5
01-08-2014,28.441914,28.719152,28.065447,28.226006,39105069,6,0.353031,3879.669922
04-08-2014,28.3741,28.688734,28.127775,28.579037,28546159,2,-0.402895,3908.77002
05-08-2014,28.424461,28.520697,28.053478,28.176142,31024946,3,0.065021,3874.939941
06-08-2014,28.012093,28.456873,27.923336,28.241163,26687069,4,-0.150287,3874.27002
07-08-2014,28.322241,28.416483,27.978186,28.090876,22218835,5,0.26976,3857.939941
08-08-2014,28.100849,28.434433,27.940788,28.360636,29895854,6,-0.044379,3888.090088
11-08-2014,28.421469,28.4464,28.222515,28.316257,24294518,2,-0.256793,3910.459961
12-08-2014,28.148718,28.217529,27.967216,28.059464,30840441,3,0.600849,3905.22998
13-08-2014,28.287836,28.671284,28.210049,28.660313,28784812,4,-0.006482,3949.199951
14-08-2014,28.730122,28.815886,28.465847,28.653831,19709966,5,-0.05834,3969.110107
15-08-2014,28.81389,28.889683,28.447895,28.595491,30383189,6,0.432812,3987.51001
18-08-2014,28.726631,29.145481,28.721146,29.028303,25682318,2,0.234356,4020.5
19-08-2014,29.169914,29.286594,29.12005,29.262659,19573592,3,-0.118175,4040.129883
20-08-2014,29.213795,29.254681,29.048746,29.144484,20734771,4,-0.055848,4040.709961
21-08-2014,29.111076,29.144981,28.977442,29.088636,18296094,5,-0.040388,4047.030029
22-08-2014,29.099607,29.181683,28.952511,29.048248,15781209,6,-0.117677,4052.75
25-08-2014,29.155952,29.169914,28.870735,28.930571,27228551,2,-0.116681,4067.47998
26-08-2014,28.983425,29.010351,28.750067,28.81389,32793789,3,-0.34206,4071.669922
27-08-2014,28.784472,28.845304,28.427103,28.47183,34067276,4,-0.089754,4073.179932
28-08-2014,28.400028,28.584023,28.277365,28.382076,25858801,5,0.119671,4066.27002
29-08-2014,28.488285,28.523687,28.27582,28.501747,21675347,6,0.285717,4082.560059
02-09-2014,28.514214,28.812395,28.481304,28.787464,31568434,3,0.030417,4095.810059
03-09-2014,28.920597,29.069689,28.671284,28.817881,24302540,4,0.201446,4070.959961
04-09-2014,28.920597,29.219776,28.881704,29.019327,29163850,5,0.204439,4066.129883
05-09-2014,29.119055,29.247202,29.017832,29.223766,32647388,6,0.181502,4089.919922
08-09-2014,29.249695,29.507486,29.234735,29.405268,28620362,2,-0.434307,4095.469971
09-09-2014,29.36438,29.369366,28.920597,28.970961,25744488,3,0.104213,4061.879883
10-09-2014,28.995394,29.095119,28.768017,29.075174,19547521,4,-0.087261,4094.969971
11-09-2014,28.938549,29.010851,28.73411,28.987913,24420864,5,-0.285715,4092.649902
12-09-2014,28.970463,29.002375,28.644358,28.702198,32033708,6,-0.125654,4069.22998
15-09-2014,28.568565,28.668791,28.332712,28.576544,31951483,2,0.34156,4029.889893
16-09-2014,28.559589,28.995394,28.554604,28.918104,29607064,3,0.240341,4067.27002
17-09-2014,28.921097,29.295568,28.859516,29.158445,33856699,4,0.224385,4073.570068
18-09-2014,29.26964,29.396292,29.169914,29.38283,28891103,5,0.339567,4103.080078
19-09-2014,29.494024,29.742342,29.394299,29.722397,74732617,6,-0.434307,4100.089844
22-09-2014,29.609707,29.616138,29.093124,29.28809,33790518,2,-0.311146,4061.22998
23-09-2014,29.262161,29.262161,28.970463,28.976944,29428575,3,0.34206,4051.570068
24-09-2014,28.993399,29.40078,28.946527,29.319004,34562632,4,-0.64473,4094.310059
25-09-2014,29.297066,29.318506,28.630396,28.674274,38519466,5,0.101721,4007.820068
26-09-2014,28.724138,28.883202,28.654329,28.775995,28873054,6,-0.036897,4053.719971
29-09-2014,28.509228,28.830345,28.480307,28.739098,25648224,2,0.049862,4047.179932
30-09-2014,28.767519,28.913118,28.564077,28.78896,32434806,3,-0.453255,4049.449951
01-10-2014,28.721645,28.799931,28.272877,28.335705,28909153,4,0.090252,3984.73999
02-10-2014,28.287836,28.517206,28.088882,28.425957,23568530,5,0.259289,3985.870117
03-10-2014,28.574051,28.782228,28.546625,28.685246,22834521,6,0.103216,4027.310059
06-10-2014,28.860764,28.970463,28.64336,28.788462,24292512,2,-0.678639,4016.27002
07-10-2014,28.641365,28.684746,28.109823,28.109823,38226664,3,0.436802,3958.590088
08-10-2014,28.201075,28.615437,27.79818,28.546625,39817018,4,-0.579409,4041.120117
09-10-2014,28.480806,28.496264,27.876465,27.967216,50496258,5,-0.817256,3969.320068
10-10-2014,27.809649,28.179134,27.128019,27.14996,61638766,6,-0.562457,3870.860107
13-10-2014,27.174891,27.399775,26.58202,26.587503,51633371,2,0.235854,3808
14-10-2014,26.871225,27.28459,26.585508,26.823357,44451708,3,-0.394417,3810.449951
15-10-2014,26.477804,26.56706,25.844046,26.42894,74387672,4,-0.275246,3785.969971
16-10-2014,25.878948,26.399021,25.679497,26.153694,74171079,5,-0.665172,3765.280029
17-10-2014,26.290319,26.476309,25.356882,25.488522,110787334,6,0.482175,3815.469971
20-10-2014,25.402758,26.016573,25.335442,25.970697,52150788,2,0.28422,3870.080078
21-10-2014,26.187601,26.267384,25.884434,26.254917,46725935,3,0.307655,3971.389893
22-10-2014,26.421959,26.916101,26.367607,26.562572,58385859,4,0.561959,3949.590088
23-10-2014,26.892168,27.286085,26.719143,27.124531,46976621,5,-0.209425,4012.27002
